repo_id,name,full_name,owner_login,stars,forks,language,created_at,updated_at,url
1201173969,caveman,JuliusBrussee/caveman,JuliusBrussee,27685,1294,Python,2026-04-04 10:03:00,2026-04-14 10:59:39,https://github.com/JuliusBrussee/caveman
196284711,cascadia-code,microsoft/cascadia-code,microsoft,27629,842,Python,2019-07-10 22:50:20,2026-04-14 09:19:30,https://github.com/microsoft/cascadia-code
679869950,facefusion,facefusion/facefusion,facefusion,27513,4431,Python,2023-08-17 19:59:55,2026-04-14 08:14:56,https://github.com/facefusion/facefusion
90194616,pydantic,pydantic/pydantic,pydantic,27466,2539,Python,2017-05-03 21:23:58,2026-04-14 08:57:33,https://github.com/pydantic/pydantic
90356372,ArchiveBox,ArchiveBox/ArchiveBox,ArchiveBox,27235,1504,Python,2017-05-05 08:50:14,2026-04-14 08:51:25,https://github.com/ArchiveBox/ArchiveBox
752925682,Qwen3,QwenLM/Qwen3,QwenLM,27102,1972,Python,2024-02-05 05:45:08,2026-04-14 09:55:23,https://github.com/QwenLM/Qwen3
656933936,generative-models,Stability-AI/generative-models,Stability-AI,27078,3069,Python,2023-06-22 00:36:35,2026-04-14 09:14:25,https://github.com/Stability-AI/generative-models
633262635,onyx,onyx-dot-app/onyx,onyx-dot-app,27030,3585,Python,2023-04-27 06:04:01,2026-04-14 10:49:01,https://github.com/onyx-dot-app/onyx
898968194,smolagents,huggingface/smolagents,huggingface,26600,2480,Python,2024-12-05 11:28:04,2026-04-14 10:19:31,https://github.com/huggingface/smolagents
49935814,ItChat,littlecodersh/ItChat,littlecodersh,26554,5642,Python,2016-01-19 07:49:48,2026-04-14 03:20:18,https://github.com/littlecodersh/ItChat
50617428,mkdocs-material,squidfunk/mkdocs-material,squidfunk,26529,4068,Python,2016-01-28 22:09:23,2026-04-14 10:04:21,https://github.com/squidfunk/mkdocs-material
639835356,gpt-researcher,assafelovic/gpt-researcher,assafelovic,26434,3525,Python,2023-05-12 10:33:54,2026-04-14 10:39:21,https://github.com/assafelovic/gpt-researcher
105919803,Detectron,facebookresearch/Detectron,facebookresearch,26395,5402,Python,2017-10-05 17:32:00,2026-04-14 06:46:20,https://github.com/facebookresearch/Detectron
1092047360,claude-howto,luongnv89/claude-howto,luongnv89,26270,3186,Python,2025-11-07 22:59:34,2026-04-14 10:57:21,https://github.com/luongnv89/claude-howto
37347459,ungoogled-chromium,ungoogled-software/ungoogled-chromium,ungoogled-software,26244,1143,Python,2015-06-12 22:24:24,2026-04-14 08:28:14,https://github.com/ungoogled-software/ungoogled-chromium
221723816,deep-learning-for-image-processing,WZMIAOMIAO/deep-learning-for-image-processing,WZMIAOMIAO,26199,8243,Python,2019-11-14 15:02:27,2026-04-14 09:53:01,https://github.com/WZMIAOMIAO/deep-learning-for-image-processing
